source_class,category,question,answer,authority,valid_until,owner,notes
official,دوره مقدماتی,یه کندل بزرگ چی نشون می‌ده؟,مدرس برای نشان دادن این اصل مثالی از طلا می‌زند: باز شدن، پایین‌ترین، بالاترین و بسته شدن کل یک سال، همگی در یک کندل بلندمدت خلاصه می‌شود. یعنی وقتی به یک کندل بزرگ نگاه می‌کنید، در واقع خلاصه‌ی صدها یا هزاران کندل کوچک‌تر را می‌بینید و جزئیات حرکت درون آن پنهان است.,guidance,,سبحان صمدی,منبع: ACA-INT-0142 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | اعداد این مثال گرد و آموزشی‌اند و قیمت واقعی طلا در آن سال محسوب نمی‌شوند؛ مربی نباید آن‌ها را به‌عنوان داده‌ی تاریخی بازار ارائه کند. | برداشت از متن درس؛ پیش از تبدیل به پاسخ رسمی، تأیید مدرس لازم است.
official,دوره مقدماتی,استاپ اوت یعنی چی؟,مدرس می‌گوید اگر مارجین لیول به ۱۰۰٪ برسد، دیگر اجازه‌ی باز کردن معامله‌ی جدید ندارید و اگر بیشتر کاهش یابد، بروکر ممکن است معاملات را به‌اجبار ببندد (Stop Out). به همین دلیل یکی از نکات پایانی درس این است که مارجین لیول را همیشه کنترل کنید.,guidance,,سبحان صمدی,منبع: ACA-INT-0170 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | آستانه‌ی مارجین کال و استاپ اوت وابسته به بروکر است؛ مربی باید کاربر را به شرایط بروکر خودش ارجاع دهد. | ⚠️ نکته‌ی تکمیلی که در همه‌ی رکوردهای این پایگاه دانش رعایت می‌شود: آستانه‌ی دقیق مارجین کال و استاپ اوت را بروکر تعیین می‌کند و از بروکری به بروکر دیگر فرق دارد؛ عدد ۱۰۰٪ باید با بروکر خود شما بررسی شود. | برداشت از متن درس؛ پیش از تبدیل به پاسخ رسمی، تأیید مدرس لازم است.
official,دوره مقدماتی,چرا روانشناسی مهمه؟,مدرس می‌گوید بیش از ۷۰٪ تصمیم‌های ما از ناخودآگاهی می‌آید که از کودکی شکل گرفته است، و در جمع‌بندی همین بخش تأکید می‌کند بیش از ۷۰٪ موفقیت هم به روان‌شناسی برمی‌گردد. توصیه‌اش این است که خودت را بشناسی و روی ذهنیتت کار کنی؛ اگر احساس می‌کنی ضعیف هستی، برای ساختن ذهنیت قوی‌تر تلاش کن.,guidance,,سبحان صمدی,منبع: ACA-INT-0186 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | عدد ۷۰٪ منبع پژوهشی ندارد و باید به‌صورت «تأکید مدرس» نقل شود، نه آمار. | ⚠️ عدد ۷۰٪ تأکید بیانی مدرس بر اهمیت روان‌شناسی است، نه آمار پژوهشی؛ مربی باید آن را به همین شکل نقل کند. | برداشت از متن درس؛ پیش از تبدیل به پاسخ رسمی، تأیید مدرس لازم است.
official,دوره مقدماتی,الگوهای شمعی کلاسیک رو باید یاد بگیرم؟,موضع درس: الگوهای سنتی شمعی همه در مفهوم پین‌بار خلاصه می‌شوند و لازم نیست ده‌ها اسم حفظ شود. جدول معادل‌ها به روایت درس: ستاره صبحگاهی و چکش ← پین‌بار صعودی؛ ستاره شامگاهی و مرد دارآویز ← پین‌بار نزولی؛ پوشاننده صعودی ← پین‌بار صعودی قوی؛ پوشاننده نزولی ← پین‌بار نزولی قوی. مزیتی که می‌گوید: سادگی، بی‌نیازی از حفظ کردن اسامی، و نمایش مستقیم قدرت خریدار و فروشنده.,guidance,,سبحان صمدی,منبع: ACA-INT-0199 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | کندل پوشاننده با قاعده‌ی «سایه حداقل ۲ برابر بدنه» هم‌خوان نیست؛ مربی نباید آن را شکلاً پین‌بار معرفی کند. در انتظار تعیین عبارت دقیق توسط مدرس (RQ-0019). | ⚠️ نکته‌ی آموزشی مهم: منظور درس یکی بودن *شکل* این الگوها نیست — کندل پوشاننده بدنه‌ی بزرگ دارد و با قاعده‌ی «سایه حداقل ۲ برابر بدنه» (ACA-INT-0195) جور درنمی‌آید. آنچه یکی است، *خواندن قدرت خریدار و فروشنده* از روی کندل است. مربی باید همین را آموزش دهد و نگوید کندل پوشاننده یک پین‌بار است (RQ-0019). | برداشت از متن درس؛ پیش از تبدیل به پاسخ رسمی، تأیید مدرس لازم است.
official,دوره مقدماتی,از کجا بفهمم روند داره ضعیف می‌شه؟,مدرس ضعف روند صعودی را این‌طور بیان می‌کند: «وقتی که قیمت دیگر نتواند سقف بالاتر بزند یا کف پایین‌تر بزند». یعنی دو نشانه‌ی ضعف: (۱) ناتوانی در ساختن سقف بالاتر، و (۲) ساخته شدن کفی پایین‌تر از کف قبلی.,guidance,,سبحان صمدی,منبع: ACA-INT-0208 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | عبارت منبع دوپهلو است؛ خوانش ثبت‌شده بر پایه‌ی بخش «پایان روند» همین جلسه است، نه حدس. | ⚠️ عبارت منبع از نظر دستوری دوپهلوست و می‌شود آن را «نتواند کف پایین‌تر بزند» هم خواند، که با بقیه‌ی درس نمی‌خواند. خودِ همین جلسه در بخش «پایان روند» تکلیف را روشن می‌کند: شکسته شدن آخرین کف پایان روند صعودی است. بنابراین خوانش درست همان مورد (۲) است. | برداشت از متن درس؛ پیش از تبدیل به پاسخ رسمی، تأیید مدرس لازم است.
official,دوره مقدماتی,مدیر حساب چیه؟,مدرس می‌گوید اگر از طریق لینک معرف او ثبت‌نام کنید، همان مدیر حسابی که مدیر حساب خودش است مدیر حساب شما هم می‌شود، از قبرس با شما تماس می‌گیرد و راهنمایی می‌کند؛ و اگر جایی به مشکل خوردید، خودش پیگیری می‌کند. ساعت پاسخ‌گویی مدیر حساب که اعلام می‌شود: دوشنبه تا جمعه، ۹:۳۰ صبح تا ۱۶:۳۰ عصر به وقت ایران؛ در کنار آن پشتیبانی ۲۴ ساعته هم وجود دارد.,guidance,,سبحان صمدی,منبع: ACA-INT-0223 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | زمان‌مند: ساعت پاسخ‌گویی و شرایط معرف ممکن است تغییر کرده باشد. | مزیت مربوط به لینک معرف است و باید شفاف بیان شود. | ساعت‌ها و شرایط زمان‌مندند؛ پیش از اتکا باید با بروکر بررسی شوند. | پرسش‌های واقعی واریز/برداشت طبق ACA-RULE-0003 به پشتیبانی انسانی ارجاع داده می‌شوند. | ⚠️ این یک مزیت مربوط به ثبت‌نام از طریق لینک معرف است؛ مربی باید آن را به‌همین صورت شفاف بیان کند و آن را به‌عنوان توصیه‌ی مالی ارائه ندهد. | برداشت از متن درس؛ پیش از تبدیل به پاسخ رسمی، تأیید مدرس لازم است.
official,دوره مقدماتی,چرا انتقالم انجام نشد؟,انتقال تتر در این آموزش روی شبکه‌ی TRC20 (بلاک‌چین ترون) انجام می‌شود، چون کارمزد پایین و سرعت بالایی دارد. نکته‌ی عملی مهم: برای پرداخت کارمزد باید مقداری ترون (TRX) در کیف پول داشته باشید، وگرنه هنگام انتقال می‌مانید. اعدادی که مدرس می‌گوید: کارمزد حدود ۱ تا ۴ دلار (معادل ۳ تا ۶ ترون)، و این کارمزد به مبلغ تراکنش بستگی ندارد.,guidance,,سبحان صمدی,منبع: ACA-INT-0229 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | زمان‌مند: کارمزد شبکه و معادل ترونی آن با قیمت TRX تغییر می‌کند. | اعداد کارمزد نرخ روز نیستند و نباید به‌عنوان قیمت فعلی گفته شوند. | ⚠️ اعداد کارمزد و معادل ترونی آن‌ها زمان‌مندند و با قیمت TRX تغییر می‌کنند؛ مربی باید آن‌ها را به‌عنوان «عدد زمان ضبط» بگوید، نه نرخ روز. | برداشت از متن درس؛ پیش از تبدیل به پاسخ رسمی، تأیید مدرس لازم است.
official,دوره مقدماتی,چرا پولم بلوکه شد؟,"توضیح مدرس درباره‌ی سازوکار شناسایی: وقتی یک صرافی ایرانی تحریم می‌شود، کیف پول‌هایی که با آن صرافی در ارتباط بوده‌اند هم شناسایی می‌شوند. هویت شخص را نمی‌دانند، اما چون کیف پول با صرافی تحریم‌شده تراکنش داشته، به آن یک «لیبل» می‌خورد و فرض می‌شود احتمالاً متعلق به یک ایرانی است؛ در نتیجه ممکن است دارایی بلوکه شود.
این رکورد توضیح می‌دهد چرا مسئله وجود دارد. تصمیم‌گیری درباره‌ی اینکه هر دانشجو در وضعیت خودش چه کند، مالی و حقوقی است و طبق به پشتیبانی انسانی سپرده می‌شود.",guidance,,سبحان صمدی,منبع: ACA-INT-0235 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | زمان‌مند: وضعیت تحریم صرافی‌ها و سیاست‌های شناسایی مدام تغییر می‌کند. | وضعیت تحریمی زمان‌مند است؛ مربی نباید آن را به‌عنوان وضعیت امروز اعلام کند. | پرسش‌های واقعی واریز/برداشت طبق ACA-RULE-0003 به پشتیبانی انسانی ارجاع داده می‌شوند. | برداشت از متن درس؛ پیش از تبدیل به پاسخ رسمی، تأیید مدرس لازم است.
official,دوره مقدماتی,کیف پولم لیبل خورده چیکار کنم؟,"این جلسه توصیه‌هایی عملیاتی درباره‌ی کیف پول دارد: کنار گذاشتن کیف پولی که با صرافی تحریم‌شده کار کرده، ساختن کیف پول تازه، و جابه‌جا کردن دارایی میان چند کیف پول پیش از ارسال به بروکر (که مدرس می‌گوید ریسک را کم می‌کند و چند تتر کارمزد دارد).
مالک پروژه این سیاست را تأیید کرد (D-0010): توضیح کلی بله، دستورالعمل گام‌به‌گام نه.",guidance,,سبحان صمدی,منبع: ACA-INT-0236 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | طبق D-0010 مربی توضیح کلی می‌دهد اما گام‌به‌گام آموزش نمی‌دهد؛ ارجاع به ویدیوی دوره و پشتیبانی انسانی. | متن کامل در منبع خام دست‌نخورده نگهداری شده است. | پرسش‌های واقعی واریز/برداشت طبق ACA-RULE-0003 به پشتیبانی انسانی ارجاع داده می‌شوند. | ⚠️ سیاست ثبت: متن کامل این توصیه‌ها در فایل خام دوره دست‌نخورده نگهداری می‌شود، اما به شکل «دستورالعمل گام‌به‌گام» در پایگاه دانش ثبت نشده است تا مربی خودکار آن را برای تک‌تک دانشجویان اجرا نکند. دلیلش دو چیز است: (۱) طبق ACA-RULE-0003 مسائل واریز، برداشت و اختلاف با بروکر به پشتیبانی انسانی می‌رود؛ (۲) این‌ها تصمیم مالی و حقوقی شخصی‌اند و شرایط هر دانشجو فرق دارد. مربی دانشجو را به همین ویدیو و به پشتیبانی انسانی ارجاع می‌دهد. | برداشت از متن درس؛ پیش از تبدیل به پاسخ رسمی، تأیید مدرس لازم است.
official,دوره مقدماتی,خلاصه‌ی نکات تحریم چیه؟,"هفت نکته‌ای که مدرس جمع‌بندی می‌کند: پول را در صرافی نگه ندار؛ با کیف پول لیبل‌خورده کار نکن و کیف پول جدید بساز؛ جابه‌جایی میان کیف پول‌ها ریسک را کم می‌کند؛ از صرافی معتبر و غیرتحریمی استفاده کن؛ بروکر معتمد و دارای رگوله انتخاب کن؛ روش تتر را انتخاب کن نه ریالی؛ و مدیر حساب اختصاصی داشته باش.
دو مورد از این هفت مورد (کیف پول جدید و جابه‌جایی میان والت‌ها) طبق سیاست ثبت‌شده در به‌صورت دستورالعمل اجرایی در اختیار مربی خودکار نیست و به ویدیو و پشتیبانی انسانی ارجاع داده می‌شود.",guidance,,سبحان صمدی,منبع: ACA-INT-0241 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | دو مورد از هفت مورد طبق ACA-INT-0236 محدود شده‌اند. | پرسش‌های واقعی واریز/برداشت طبق ACA-RULE-0003 به پشتیبانی انسانی ارجاع داده می‌شوند. | برداشت از متن درس؛ پیش از تبدیل به پاسخ رسمی، تأیید مدرس لازم است.
official,دوره مقدماتی,دوره پیشرفته چی داره؟,"سرفصل مجموعه‌ی آموزشی پیشرفته به روایت این جلسه (بیش از ۳۴ ساعت آموزش):
• بخش ۱ — رودمپ و مرور مطالب
• بخش ۲ تا ۳ — حمایت و مقاومت (ساپورت و رزیستنس)
• بخش ۴ — سیگنال بار و کی بار (پین‌بار)
• بخش ۵ تا ۱۰ — کانال‌ها
• بخش ۱۱ تا ۱۵ — اسپایک‌ها و چرخه‌های بازار
• بخش ۱۶ تا ۲۰ — تریدینگ رنج و سایکل‌شناسی
• بخش ۲۱ تا ۲۵ — مدیریت سرمایه و ریسک
• بخش ۲۶ تا ۳۰ — میکروکانال‌ها
• بخش ۳۱ تا ۳۶ — استراتژی‌نویسی شخصی‌سازی‌شده",guidance,,سبحان صمدی,منبع: ACA-INT-0244 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | شماره‌گذاری بخش‌ها در متن کاملاً هم‌خوان نیست؛ مربی شماره‌ی «پارت معجزه» را قطعی نگوید (RQ-0023). | محتوای دوره‌ی پیشرفته هنوز به پایگاه دانش وارد نشده است (RQ-0001). | ⚠️ دو نکته‌ی جزئی در متن: بازه‌ی ۵ تا ۱۰ «۵ پارت» نامیده شده (که شش بخش است)، و مدرس «پارت پنجم (سقف و کف‌ها)» را معجزه می‌نامد در حالی که در جدول، بخش ۵ ذیل کانال‌هاست. تا تعیین تکلیف، مربی شماره‌ی دقیق آن بخش را اعلام نمی‌کند (RQ-0023). | برداشت از متن درس؛ پیش از تبدیل به پاسخ رسمی، تأیید مدرس لازم است.
official,دوره مقدماتی,ترسم رو چطور از بین ببرم؟,جمع‌بندی روان‌شناختی مدرس: بیش از ۸۰٪ ذهن ناخودآگاه است؛ «حیوان درون» خودت را بشناس؛ سعی در کنترل نکن، بلکه مدیریت کن؛ و استرس و ترس هیچ‌وقت از بین نمی‌روند، فقط کنترل می‌شوند.,guidance,,سبحان صمدی,منبع: ACA-INT-0247 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | درصدهای ذکرشده (۷۰٪ و ۸۰٪) تأکید بیانی‌اند نه آمار؛ مربی درصد را نقل نکند. | ⚠️ عدد اینجا «بیش از ۸۰٪» است و در جلسه‌ی ۱۱ «بیش از ۷۰٪» بود (ACA-INT-0186). همان‌طور که آنجا ثبت شد، این اعداد تأکید بیانی مدرس بر اهمیت روان‌شناسی‌اند نه آمار پژوهشی؛ تفاوت دو عدد همین را تأیید می‌کند. مربی باید مفهوم را نقل کند، نه درصد را. | برداشت از متن درس؛ پیش از تبدیل به پاسخ رسمی، تأیید مدرس لازم است.
official,روانشناسی معامله‌گری,یه بار قانون رو بشکنم چی می‌شه؟,مدرس این جمله را دو بار تکرار می‌کند: سودی که از راه زیر پا گذاشتن قوانین به دست می‌آید، می‌تواند پرهزینه‌تر از خود آن سود باشد. یعنی سودِ حاصل از قانون‌شکنی، در بلندمدت هزینه‌ی بیشتری به معامله‌گر تحمیل می‌کند.,guidance,,سبحان صمدی,منبع: ACA-PSY-0004 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | استخراج‌شده از ترنسکریپت با کیفیت پایین (تبدیل گفتار به متن ناقص). متن اصلی در فیلد verbatim_quote حفظ شده است. پیش از تأیید نهایی باید با فایل صوتی یا بازبینی مدرس تطبیق داده شود.
official,روانشناسی معامله‌گری,بعد از سه ضرر ادامه بدم؟,مدرس مثال می‌زند: کسی قانون گذاشته «سه معامله‌ی ضررده که زدم، دیگر ترید نمی‌کنم». یک بار این قانون را می‌شکند، معامله‌ی چهارم را می‌زند و سود می‌کند. همان یک بار، در ذهن شکل می‌گیرد که قانون‌شکنی جواب می‌دهد و کم‌کم به الگوی رفتاری تبدیل می‌شود.,guidance,,سبحان صمدی,منبع: ACA-PSY-0006 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | خطر اصلی، خودِ ضررِ آن معامله نیست؛ عادتی است که سودِ آن معامله در ذهن می‌سازد. | استخراج‌شده از ترنسکریپت با کیفیت پایین (تبدیل گفتار به متن ناقص). متن اصلی در فیلد verbatim_quote حفظ شده است. پیش از تأیید نهایی باید با فایل صوتی یا بازبینی مدرس تطبیق داده شود.
official,روانشناسی معامله‌گری,بعد از سود خوب چیکار کنم؟,مدرس رفتار کسانی را توصیف می‌کند که بعد از یک سود خوب پشت سیستم می‌رقصند، آهنگ می‌گذارند و جشن می‌گیرند. به گفته‌ی او، کسی به سود مستمر می‌رسد که با هر سود یا هر ضرر خوشحال یا ناراحت نشود، و این را نقطه‌ی بسیار مهمی می‌داند.,guidance,,سبحان صمدی,منبع: ACA-PSY-0012 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | استخراج‌شده از ترنسکریپت با کیفیت پایین (تبدیل گفتار به متن ناقص). متن اصلی در فیلد verbatim_quote حفظ شده است. پیش از تأیید نهایی باید با فایل صوتی یا بازبینی مدرس تطبیق داده شود.
official,روانشناسی معامله‌گری,استراتژیم خرابه؟,"مدرس می‌گوید وقتی سود می‌کنید یادتان باشد این نتیجه از همان استراتژی می‌آید؛ اما همان افراد پس از چند ضرر پیاپی می‌گویند نه استراتژی به درد می‌خورد نه سیستم. توصیه‌ی او این است که پس از چند معامله‌ی ضررده، همه‌چیز را زیر سؤال نبرید، بلکه برگردید و بررسی/بک‌تست کنید که آیا واقعاً استراتژی ضرر داده است یا نه.

• نتیجه‌ی چند معامله‌ی اخیر را جدا بررسی کنید.
• بررسی کنید آیا معاملات طبق قواعد استراتژی اجرا شده‌اند یا نه.
• در صورت لزوم بک‌تست بگیرید، سپس درباره‌ی استراتژی تصمیم بگیرید.",guidance,,سبحان صمدی,منبع: ACA-PSY-0015 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | استخراج‌شده از ترنسکریپت با کیفیت پایین (تبدیل گفتار به متن ناقص). متن اصلی در فیلد verbatim_quote حفظ شده است. پیش از تأیید نهایی باید با فایل صوتی یا بازبینی مدرس تطبیق داده شود.
official,هوش هیجانی,آزمایش مارشمالو چیه؟,"آزمایش: کودکان در اتاقی با یک مارشمالو. به آن‌ها گفته شد اگر ۱۵ دقیقه صبر کنند، دو مارشمالو می‌گیرند.
نتیجه‌ی لحظه: از هر ۵ نفر، فقط ۱ نفر توانست صبر کند.
نتیجه‌ی ده سال بعد: همان کودکان بررسی شدند — کسانی که صبر کرده بودند نمرات بالاتر و موفقیت بیشتری داشتند.
پیام درس: صبر = هوش هیجانی بالا = موفقیت بیشتر.",guidance,,سبحان صمدی,منبع: ACA-EQ-0010 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | مربی نام پژوهشگر را ذکر نمی‌کند تا انتساب تأیید شود (RQ-0034). | ⚠️ در متن درس این آزمایش به «آقای بارون» نسبت داده شده است. خودِ آزمایش درست شرح داده شده، اما نام پژوهشگر با منابعی که در اختیار دارم قابل تأیید نیست. بخش دوم دوره روشن می‌کند که «آقای بارون» در این دوره نظریه‌پرداز هوش هیجانی است در کنار دانیل گلمن (ACA-EQ-0020)، پس این انتساب به‌احتمال زیاد جابه‌جایی نام است. تا تأیید مدرس، مربی نام پژوهشگر را نمی‌برد (RQ-0034). | برداشت از متن درس؛ پیش از تبدیل به پاسخ رسمی، تأیید مدرس لازم است.
official,هوش هیجانی,بالاخره پنج مؤلفه کدومان؟,در پایان دوره فهرست دومی از «پنج مؤلفه‌ی اصلی هوش هیجانی» می‌آید که با فهرست بخش سوم یکی نیست. این تناقض نیست — دو چارچوب متفاوت‌اند و دوره هر دو را استفاده می‌کند:,guidance,,سبحان صمدی,منبع: ACA-EQ-0050 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | مربی هیچ‌کدام از دو فهرست را «تنها فهرست درست» معرفی نمی‌کند. | ⚠️ این تفکیک برداشت من از متن است، نه چیزی که خود درس صریح گفته باشد؛ برای تأیید ثبت شد (RQ-0037). تا آن زمان مربی هر دو فهرست را می‌شناسد و هیچ‌کدام را «تنها فهرست درست» معرفی نمی‌کند. | برداشت از متن درس؛ پیش از تبدیل به پاسخ رسمی، تأیید مدرس لازم است.
official,دوره مقدماتی,چهار اصل استراتژی چیه؟,مدرس می‌گوید استراتژی‌نویسی چهار اصل دارد و همین چهار اصل در کنار هم یک معامله‌گر می‌سازند. به گفته‌ی او این بخش به‌تنهایی دست‌کم یک ماه زمان می‌برد. خود این چهار اصل در این جلسه نام برده نشده‌اند.,guidance,,سبحان صمدی,منبع: ACA-INT-0011 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | برداشت از متن درس؛ پیش از تبدیل به پاسخ رسمی، تأیید مدرس لازم است.
official,دوره مقدماتی,دسته پنجم یعنی چی؟,مدرس می‌گوید در بازار پنج دسته معامله‌گر وجود دارد: دسته‌ی اول مؤسسات مالی و بانک‌ها، دسته‌ی دوم بیمه‌ها، و معامله‌گران خرد در دسته‌ی پنجم قرار می‌گیرند — یعنی همان دسته‌ای که ما در آن هستیم. او اضافه می‌کند برای رفتن از دسته‌ی پنج به دسته‌ی چهار حداقل بیست میلیون دلار سرمایه لازم است. دسته‌های سوم و چهارم در این جلسه نام برده نشده‌اند.,guidance,,سبحان صمدی,منبع: ACA-INT-0031 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | برداشت از متن درس؛ پیش از تبدیل به پاسخ رسمی، تأیید مدرس لازم است.
official,دوره مقدماتی,درآمد دلاری یعنی چی؟,مدرس درآمد دلاری را «بیمه کردن درآمد» در برابر تورم توصیف می‌کند: اگر درآمدت دلاری باشد، با تغییر نرخ ارز، قدرت خرید تو ثابت می‌ماند. او با مثال ساعت‌فروش و کارمند توضیح می‌دهد که قیمت‌ها در عمل با دلار تنظیم می‌شوند. اعداد نرخ ارزی که در این بخش گفته می‌شود مربوط به زمان ضبط درس است و امروز معتبر نیست.,guidance,,سبحان صمدی,منبع: ACA-INT-0044 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | همه‌ی اعداد نرخ ارز در این بخش مربوط به ۱ خرداد ۱۴۰۲ است و نباید به‌عنوان نرخ روز ارائه شود. | برداشت از متن درس؛ پیش از تبدیل به پاسخ رسمی، تأیید مدرس لازم است.
official,دوره مقدماتی,چرا قیمت‌ها بی‌دلیل می‌ریزن؟,مدرس دو مثال می‌آورد. اول: قیمت یک خودرو با وجود آنکه افت نرخ دلار بسیار کمتر بوده، بسیار بیشتر ریخته است؛ چون مردم ترسیدند و فروختند. دوم: رشد و ریزش شاخص بورس هم به همین ترتیب نتیجه‌ی تمایلات عوام بوده است. نتیجه‌گیری او: وقتی پول با تقاضا وارد بازار می‌شود بازار رشد می‌کند و برعکس.,guidance,,سبحان صمدی,منبع: ACA-INT-0056 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | اعداد این مثال مربوط به زمان ضبط درس است و ارزش خبری ندارد؛ فقط برای فهم مفهوم است. | برداشت از متن درس؛ پیش از تبدیل به پاسخ رسمی، تأیید مدرس لازم است.
official,دوره مقدماتی,دوره خارجی بهتره؟,مدرس به دانشجو می‌گوید فکر نکند تریدر خارجی چون انگلیسی صحبت می‌کند اطلاعاتی دارد که ما نداریم؛ به تعبیر او «مرز همسایه قبرستان نیست». او می‌گوید دوره‌های گران خارجی را دیده و بعضی‌شان ارزش نگاه کردن هم نداشته‌اند، هرچند برخی کتاب‌های خارجی حرف برای گفتن دارند.,guidance,,سبحان صمدی,منبع: ACA-INT-0068 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | برداشت از متن درس؛ پیش از تبدیل به پاسخ رسمی، تأیید مدرس لازم است.
official,دوره مقدماتی,سواپ چقدره؟,سواپ همان بهره‌ی شبانه است: اگر معامله بیش از یک روز باز بماند، ممکن است سواپ به حساب اضافه یا از آن کسر شود و مقدارش در تاریخچه دیده می‌شود. مدرس مثالی از طلا می‌زند که پس از سه روز، سمت خرید مقداری کسر و سمت فروش مقدار کمتری داشته است — اما تصریح می‌کند این وابسته به نماد است.,guidance,,سبحان صمدی,منبع: ACA-INT-0105 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | اعداد این مثال مربوط به نماد و بروکر خاص در زمان ضبط است و نباید به‌عنوان نرخ سواپ عمومی ارائه شود؛ نرخ سواپ را باید در مشخصات نماد پلتفرم خود دانشجو دید. | برداشت از متن درس؛ پیش از تبدیل به پاسخ رسمی، تأیید مدرس لازم است.
official,دوره مقدماتی,چطور خطوط معامله رو از چارت بردارم؟,"با راست‌کلیک روی چارت متاتریدر ۵، گزینه‌ی Trade Level در دسترس است. کارکردی که مدرس توضیح می‌دهد این است: با این گزینه می‌توان خطوط مربوط به معامله‌ی باز (نقطه‌ی ورود، حد ضرر و حد سود) را روی چارت نمایش داد یا پنهان کرد، بدون اینکه خود معامله بسته شود. فایده‌اش این است که وقتی معامله‌ای باز دارید ولی می‌خواهید همان نماد را بدون شلوغی خطوط بررسی کنید، چارت تمیز دیده می‌شود.

• روی چارت راست‌کلیک کنید.
• گزینه‌ی Trade Level را انتخاب کنید تا نمایش خطوط معامله روشن یا خاموش شود.",guidance,,سبحان صمدی,منبع: ACA-INT-0116 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | پنهان کردن خطوط، معامله را نمی‌بندد و تأثیری بر حد ضرر و حد سود ندارد. | بیان درس در این بخش دوپهلوست («نشون می‌ده» و «بدون نمایش معامله») و برداشت انجام‌شده، کارکرد کلیدِ روشن/خاموش کردن نمایش خطوط معامله است. همچنین جمله‌ی «این را متاتریدر ۴ نداشت» به‌عنوان تفاوت پلتفرمی ثبت نشد، چون متاتریدر ۴ تنظیم هم‌ارز آن را در Tools > Options > Charts دارد و تفاوت در مسیر دسترسی است، نه در وجود قابلیت.
official,دوره مقدماتی,چطور با پول‌های بزرگ همراه بشم؟,مدرس تکرار می‌کند که پرایس اکشن بازتاب رفتار انسان‌هاست — هم رفتار معامله‌گر خرد و هم رفتار «پول‌های گنده». هدف آموزش این است که سوار نقدینگی پول‌های بزرگ شوی و همراه موجی بروی که آن‌ها می‌سازند؛ چون اگر برخلاف پول‌های سنگین بجنگی، ضرر می‌کنی. در همین بحث یک عدد هم می‌آورد: پنج میلیون دلار پول به‌حساب نمی‌آید و زیر بیست میلیون دلار در «دسته پنجم» قرار می‌گیریم.,guidance,,سبحان صمدی,منبع: ACA-INT-0192 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | عدد بیست میلیون دلار از یک جمله‌ی فشرده برداشت شده و تعریف قطعی دسته‌بندی نیست (RQ-0014). | ⚠️ جمله‌ی مربوط به عدد بیست میلیون فشرده بیان شده است؛ به‌عنوان توضیح تکمیلی «دسته پنجم» (جلسه‌ی ۱) ثبت شد و هنوز تعریف قطعی دسته‌بندی نیست (RQ-0014). | برداشت از متن درس؛ پیش از تبدیل به پاسخ رسمی، تأیید مدرس لازم است.
